backbone,dataset,spec,ndcg_at_10,delta_vs_identity,ci_lower,ci_upper,p_value,significant_05,bytes_per_vector,corpus_bytes,fit_ms,encode_ms,query_latency_ms,query_p95_ms
gte-base,nfcorpus,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=4,n_bits=8))",0.130436,-0.249456,-0.279576,-0.220734,0.000200,1,4,14532,0.0,0.0,0.067637,0.067637
gte-base,nfcorpus,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=8,n_bits=4))",0.082193,-0.297699,-0.330845,-0.265853,0.000200,1,4,14532,0.0,0.0,0.134356,0.134356
gte-base,nfcorpus,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=8,n_bits=6))",0.119600,-0.260292,-0.291584,-0.230370,0.000200,1,6,21798,0.0,0.0,0.132085,0.132085
gte-base,nfcorpus,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=8,n_bits=8))",0.154666,-0.225226,-0.255044,-0.196313,0.000200,1,8,29064,0.0,0.0,0.132888,0.132888
gte-base,nfcorpus,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=16,n_bits=4))",0.125126,-0.254766,-0.285422,-0.225040,0.000200,1,8,29064,0.0,0.0,0.266205,0.266205
gte-base,nfcorpus,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=16,n_bits=6))",0.175305,-0.204587,-0.230971,-0.178994,0.000200,1,12,43596,0.0,0.0,0.266678,0.266678
gte-base,nfcorpus,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=16,n_bits=8))",0.212736,-0.167156,-0.190842,-0.143773,0.000200,1,16,58128,0.0,0.0,0.267203,0.267203
gte-base,nfcorpus,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=32,n_bits=4))",0.187333,-0.192560,-0.218654,-0.167858,0.000200,1,16,58128,0.0,0.0,0.528968,0.528968
gte-base,nfcorpus,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=32,n_bits=6))",0.237397,-0.142495,-0.165412,-0.120748,0.000200,1,24,87192,0.0,0.0,0.528959,0.528959
gte-base,nfcorpus,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=32,n_bits=8))",0.244625,-0.135267,-0.157500,-0.112950,0.000200,1,32,116256,0.0,0.0,0.525845,0.525845
gte-base,nfcorpus,composed(truncate(keep_dim=64)+binary),0.075260,-0.304633,-0.336199,-0.273475,0.000200,1,8,29064,0.0,0.0,0.001040,0.001040
gte-base,nfcorpus,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=4,n_bits=4))",0.072211,-0.307681,-0.341344,-0.274666,0.000200,1,2,7266,0.0,0.0,0.068424,0.068424
gte-base,nfcorpus,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=4,n_bits=6))",0.114064,-0.265828,-0.297809,-0.234662,0.000200,1,3,10899,0.0,0.0,0.067402,0.067402
gte-base,nfcorpus,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=4,n_bits=8))",0.174988,-0.204904,-0.235808,-0.174345,0.000200,1,4,14532,0.0,0.0,0.068149,0.068149
gte-base,nfcorpus,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=8,n_bits=4))",0.097469,-0.282423,-0.314227,-0.250344,0.000200,1,4,14532,0.0,0.0,0.134758,0.134758
gte-base,nfcorpus,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=8,n_bits=6))",0.153163,-0.226729,-0.256423,-0.197619,0.000200,1,6,21798,0.0,0.0,0.132541,0.132541
gte-base,nfcorpus,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=8,n_bits=8))",0.212213,-0.167679,-0.193678,-0.142594,0.000200,1,8,29064,0.0,0.0,0.133287,0.133287
gte-base,nfcorpus,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=16,n_bits=4))",0.142066,-0.237826,-0.267354,-0.209034,0.000200,1,8,29064,0.0,0.0,0.266299,0.266299
gte-base,nfcorpus,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=16,n_bits=6))",0.197918,-0.181974,-0.207781,-0.157489,0.000200,1,12,43596,0.0,0.0,0.263777,0.263777
gte-base,nfcorpus,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=16,n_bits=8))",0.240732,-0.139160,-0.160881,-0.118704,0.000200,1,16,58128,0.0,0.0,0.265706,0.265706
gte-base,nfcorpus,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=32,n_bits=4))",0.209008,-0.170884,-0.197396,-0.146039,0.000200,1,16,58128,0.0,0.0,0.532300,0.532300
gte-base,nfcorpus,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=32,n_bits=6))",0.244733,-0.135159,-0.155657,-0.114716,0.000200,1,24,87192,0.0,0.0,0.531336,0.531336
gte-base,nfcorpus,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=32,n_bits=8))",0.289280,-0.090612,-0.108717,-0.073695,0.000200,1,32,116256,0.0,0.0,0.531047,0.531047
gte-base,nfcorpus,composed(truncate(keep_dim=128)+binary),0.153515,-0.226377,-0.253933,-0.200195,0.000200,1,16,58128,0.0,0.0,0.001028,0.001028
gte-base,nfcorpus,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=4,n_bits=4))",0.061421,-0.318471,-0.353255,-0.284456,0.000200,1,2,7266,0.0,0.0,0.067889,0.067889
gte-base,nfcorpus,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=4,n_bits=6))",0.127397,-0.252495,-0.285349,-0.220057,0.000200,1,3,10899,0.0,0.0,0.067397,0.067397
gte-base,nfcorpus,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=4,n_bits=8))",0.222925,-0.156967,-0.185159,-0.129216,0.000200,1,4,14532,0.0,0.0,0.067647,0.067647
gte-base,nfcorpus,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=8,n_bits=4))",0.101536,-0.278356,-0.312212,-0.244066,0.000200,1,4,14532,0.0,0.0,0.134674,0.134674
gte-base,nfcorpus,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=8,n_bits=6))",0.163456,-0.216436,-0.246007,-0.186840,0.000200,1,6,21798,0.0,0.0,0.132291,0.132291
gte-base,nfcorpus,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=8,n_bits=8))",0.240087,-0.139805,-0.164781,-0.115425,0.000200,1,8,29064,0.0,0.0,0.133021,0.133021
gte-base,nfcorpus,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=16,n_bits=4))",0.172297,-0.207595,-0.235222,-0.181481,0.000200,1,8,29064,0.0,0.0,0.265685,0.265685
gte-base,nfcorpus,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=16,n_bits=6))",0.224202,-0.155690,-0.180587,-0.132605,0.000200,1,12,43596,0.0,0.0,0.263447,0.263447
gte-base,nfcorpus,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=16,n_bits=8))",0.277325,-0.102567,-0.123928,-0.082180,0.000200,1,16,58128,0.0,0.0,0.264476,0.264476
gte-base,nfcorpus,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=32,n_bits=4))",0.234623,-0.145269,-0.168871,-0.123078,0.000200,1,16,58128,0.0,0.0,0.529363,0.529363
gte-base,nfcorpus,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=32,n_bits=6))",0.281881,-0.098011,-0.116389,-0.081024,0.000200,1,24,87192,0.0,0.0,0.522452,0.522452
gte-base,nfcorpus,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=32,n_bits=8))",0.308686,-0.071206,-0.088897,-0.054240,0.000200,1,32,116256,0.0,0.0,0.525542,0.525542
gte-base,nfcorpus,composed(truncate(keep_dim=256)+binary),0.237722,-0.142170,-0.164865,-0.120862,0.000200,1,32,116256,0.0,0.0,0.001043,0.001043
