backbone,dataset,spec,ndcg_at_10,delta_vs_identity,ci_lower,ci_upper,p_value,significant_05,bytes_per_vector,corpus_bytes,fit_ms,encode_ms,query_latency_ms,query_p95_ms
gte-base,fiqa,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=4,n_bits=8))",0.028524,-0.379026,-0.406637,-0.351308,0.000200,1,4,230552,0.0,0.0,0.054701,0.054701
gte-base,fiqa,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=8,n_bits=4))",0.015021,-0.392528,-0.420411,-0.364947,0.000200,1,4,230552,0.0,0.0,0.094672,0.094672
gte-base,fiqa,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=8,n_bits=6))",0.025923,-0.381627,-0.409086,-0.355061,0.000200,1,6,345828,0.0,0.0,0.094176,0.094176
gte-base,fiqa,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=8,n_bits=8))",0.062745,-0.344805,-0.371660,-0.318553,0.000200,1,8,461104,0.0,0.0,0.100440,0.100440
gte-base,fiqa,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=16,n_bits=4))",0.043078,-0.364472,-0.392428,-0.337544,0.000200,1,8,461104,0.0,0.0,0.177217,0.177217
gte-base,fiqa,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=16,n_bits=6))",0.080818,-0.326732,-0.352428,-0.301140,0.000200,1,12,691656,0.0,0.0,0.178460,0.178460
gte-base,fiqa,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=16,n_bits=8))",0.139763,-0.267787,-0.292250,-0.244129,0.000200,1,16,922208,0.0,0.0,0.199911,0.199911
gte-base,fiqa,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=32,n_bits=4))",0.130843,-0.276707,-0.301036,-0.253284,0.000200,1,16,922208,0.0,0.0,0.338272,0.338272
gte-base,fiqa,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=32,n_bits=6))",0.202482,-0.205067,-0.226880,-0.183565,0.000200,1,24,1383312,0.0,0.0,0.389771,0.389771
gte-base,fiqa,"composed(truncate(keep_dim=64)+product_quantize(n_subspaces=32,n_bits=8))",0.230614,-0.176935,-0.197093,-0.156882,0.000200,1,32,1844416,0.0,0.0,0.431357,0.431357
