spec_label,seed,ndcg_at_10,recall_at_10,mrr_at_10,map_at_10
"product_quantize(n_subspaces=64,n_bits=8)",3,0.698925,0.0,0.0,0.0
"product_quantize(n_subspaces=64,n_bits=8)",4,0.683632,0.0,0.0,0.0
"opq(n_subspaces=4,n_bits=4)",0,0.153508,0.0,0.0,0.0
"opq(n_subspaces=4,n_bits=4)",1,0.174430,0.0,0.0,0.0
"opq(n_subspaces=4,n_bits=4)",2,0.166228,0.0,0.0,0.0
"opq(n_subspaces=4,n_bits=4)",3,0.165285,0.0,0.0,0.0
"opq(n_subspaces=4,n_bits=4)",4,0.157737,0.0,0.0,0.0
"opq(n_subspaces=4,n_bits=8)",0,0.428825,0.0,0.0,0.0
"opq(n_subspaces=4,n_bits=8)",1,0.440154,0.0,0.0,0.0
"opq(n_subspaces=4,n_bits=8)",2,0.461921,0.0,0.0,0.0
"opq(n_subspaces=4,n_bits=8)",3,0.461739,0.0,0.0,0.0
"opq(n_subspaces=4,n_bits=8)",4,0.470563,0.0,0.0,0.0
"opq(n_subspaces=8,n_bits=4)",0,0.320835,0.0,0.0,0.0
"opq(n_subspaces=8,n_bits=4)",1,0.359670,0.0,0.0,0.0
"opq(n_subspaces=8,n_bits=4)",2,0.351460,0.0,0.0,0.0
"opq(n_subspaces=8,n_bits=4)",3,0.360326,0.0,0.0,0.0
"opq(n_subspaces=8,n_bits=4)",4,0.353605,0.0,0.0,0.0
"opq(n_subspaces=8,n_bits=8)",0,0.562718,0.0,0.0,0.0
"opq(n_subspaces=8,n_bits=8)",1,0.576796,0.0,0.0,0.0
"opq(n_subspaces=8,n_bits=8)",2,0.574265,0.0,0.0,0.0
"opq(n_subspaces=8,n_bits=8)",3,0.516828,0.0,0.0,0.0
"opq(n_subspaces=8,n_bits=8)",4,0.546411,0.0,0.0,0.0
"opq(n_subspaces=16,n_bits=4)",0,0.490718,0.0,0.0,0.0
"opq(n_subspaces=16,n_bits=4)",1,0.502940,0.0,0.0,0.0
"opq(n_subspaces=16,n_bits=4)",2,0.502503,0.0,0.0,0.0
"opq(n_subspaces=16,n_bits=4)",3,0.476103,0.0,0.0,0.0
"opq(n_subspaces=16,n_bits=4)",4,0.464168,0.0,0.0,0.0
"opq(n_subspaces=16,n_bits=8)",0,0.621080,0.0,0.0,0.0
"opq(n_subspaces=16,n_bits=8)",1,0.652103,0.0,0.0,0.0
"opq(n_subspaces=16,n_bits=8)",2,0.637254,0.0,0.0,0.0
"opq(n_subspaces=16,n_bits=8)",3,0.628204,0.0,0.0,0.0
"opq(n_subspaces=16,n_bits=8)",4,0.641196,0.0,0.0,0.0
"opq(n_subspaces=32,n_bits=4)",0,0.616399,0.0,0.0,0.0
"opq(n_subspaces=32,n_bits=4)",1,0.606880,0.0,0.0,0.0
"opq(n_subspaces=32,n_bits=4)",2,0.633225,0.0,0.0,0.0
"opq(n_subspaces=32,n_bits=4)",3,0.616871,0.0,0.0,0.0
"opq(n_subspaces=32,n_bits=4)",4,0.620168,0.0,0.0,0.0
"opq(n_subspaces=32,n_bits=8)",0,0.687651,0.0,0.0,0.0
"opq(n_subspaces=32,n_bits=8)",1,0.684912,0.0,0.0,0.0
"opq(n_subspaces=32,n_bits=8)",2,0.688853,0.0,0.0,0.0
"opq(n_subspaces=32,n_bits=8)",3,0.684877,0.0,0.0,0.0
"opq(n_subspaces=32,n_bits=8)",4,0.695507,0.0,0.0,0.0
"opq(n_subspaces=64,n_bits=4)",0,0.699097,0.0,0.0,0.0
"opq(n_subspaces=64,n_bits=4)",1,0.673245,0.0,0.0,0.0
"opq(n_subspaces=64,n_bits=4)",2,0.685868,0.0,0.0,0.0
"opq(n_subspaces=64,n_bits=4)",3,0.672604,0.0,0.0,0.0
"opq(n_subspaces=64,n_bits=4)",4,0.683253,0.0,0.0,0.0
"opq(n_subspaces=64,n_bits=8)",0,0.722339,0.0,0.0,0.0
"opq(n_subspaces=64,n_bits=8)",1,0.726353,0.0,0.0,0.0
"opq(n_subspaces=64,n_bits=8)",2,0.728406,0.0,0.0,0.0
"opq(n_subspaces=64,n_bits=8)",3,0.725971,0.0,0.0,0.0
"opq(n_subspaces=64,n_bits=8)",4,0.709843,0.0,0.0,0.0
